CHANNEL,DATE TIME,HOUR,EVENT
Rai 4,03-06-2023,00:19,Anica appuntamento al cinema
Rai 4,03-06-2023,00:22,Wonderland pt.35 - Speciale Far East Film Festival 2023 - 30/05/2023
Rai 4,03-06-2023,00:58,Hole - L'abisso
Rai 4,03-06-2023,02:27,Quantico S2E15
Rai 4,03-06-2023,03:08,Quantico S2E16
Rai 4,03-06-2023,03:48,Quantico S2E17
Rai 4,03-06-2023,04:28,The dark side pt.2
Rai 4,03-06-2023,05:13,Ransom S1E4 Joe
Rai 4,03-06-2023,05:52,Ransom S1E5 Il nemico interiore
Rai 4,03-06-2023,06:31,Seal Team S1E11 - Contenimento
Rai 4,03-06-2023,07:12,Seal Team S1E12 - Il recupero
Rai 4,03-06-2023,07:56,Seal Team S1E13 L'imboscata
Rai 4,03-06-2023,08:40,Seal Team S1E14 L'uomo misterioso
Rai 4,03-06-2023,09:23,Seal Team S1E15 Terra di nessuno
Rai 4,03-06-2023,10:02,Medium S6E1 - Bentornata Allison
Rai 4,03-06-2023,10:51,Medium S6E2 - Chi è quella ragazza
Rai 4,03-06-2023,11:35,Medium S6E3 - Il dottor Morte
Rai 4,03-06-2023,12:20,Medium S6E4 - Il killer della bilancia
Rai 4,03-06-2023,13:04,Medium S6E5 - Istinto materno
Rai 4,03-06-2023,13:48,G.I. Joe - La vendetta
Rai 4,03-06-2023,15:39,Stargirl ep.10
Rai 4,03-06-2023,16:26,Stargirl ep.11
Rai 4,03-06-2023,17:11,Gli Imperdibili
Rai 4,03-06-2023,17:15,Il Commissario Rex S2E6 - Un'insolita testimone
Rai 4,03-06-2023,18:07,Il Commissario Rex S2E7 - Scontro finale
Rai 4,03-06-2023,18:54,Il Commissario Rex S2E9 - Nel regno del mistero
Rai 4,03-06-2023,19:39,Il Commissario Rex S2E10 - Un profumo pericoloso
Rai 4,03-06-2023,20:31,Il Commissario Rex S2E11 - La prigione
Rai 4,03-06-2023,21:22,The Betrayed
Rai 4,03-06-2023,23:01,Fuga nella giungla
