CHANNEL,DATE TIME,HOUR,EVENT
Rai 3,04-06-2023,00:00,TG3 Agenda del Mondo
Rai 3,04-06-2023,00:05,Meteo 3
Rai 3,04-06-2023,00:10,I soliti quattro - Un giorno in Pretura - Puntata del 03/06/2023
Rai 3,04-06-2023,01:15,Appuntamento al cinema
Rai 3,04-06-2023,01:20,Fuori Orario. Cose (mai) viste
Rai 3,04-06-2023,01:35,Amusement Park
Rai 3,04-06-2023,02:30,The Ward
Rai 3,04-06-2023,03:55,Cosmopolis
Rai 3,04-06-2023,05:40,Fuori Orario. Cose (mai) viste
Rai 3,04-06-2023,06:00,Fuori Orario. Cose (mai) viste
Rai 3,04-06-2023,07:00,Sorgente di vita - Puntata del 04/06/2023
Rai 3,04-06-2023,07:30,Sulla via di Damasco - Puntata del 04/06/2023
Rai 3,04-06-2023,08:00,Agorà weekend - Puntata del 04/06/2023
Rai 3,04-06-2023,09:00,Mi manda Raitre - Puntata del 04/06/2023
Rai 3,04-06-2023,10:35,O anche no - Puntata del 04/06/2023
Rai 3,04-06-2023,11:00,Come ricucire lo strappo tra città e natura - Timeline - Puntata del 04/06/2023
Rai 3,04-06-2023,11:25,TGR RegionEuropa
Rai 3,04-06-2023,12:00,TG3
Rai 3,04-06-2023,12:17,TG3 Fuori linea
Rai 3,04-06-2023,12:25,TGR Mediterraneo
Rai 3,04-06-2023,12:55,TG3 LIS
Rai 3,04-06-2023,13:00,Il posto giusto - Puntata del 04/06/2023
Rai 3,04-06-2023,14:00,TG Regione
Rai 3,04-06-2023,14:10,TG Regione Meteo
Rai 3,04-06-2023,14:15,TG3
Rai 3,04-06-2023,14:30,Mezz'ora in più - Puntata del 04/06/2023
Rai 3,04-06-2023,16:00,Mezz'ora in più - Il Mondo che verrà - Puntata del 04/06/2023
Rai 3,04-06-2023,16:30,Rebus - Puntata del 04/06/2023
Rai 3,04-06-2023,17:15,TGR Salone Nautico Venezia
Rai 3,04-06-2023,18:15,Kilimangiaro Collection 2023 - Puntata del 04/06/2023
Rai 3,04-06-2023,19:00,TG3
Rai 3,04-06-2023,19:30,TG Regione
Rai 3,04-06-2023,19:51,TG Regione Meteo
Rai 3,04-06-2023,20:00,Che Tempo Che Fu - Blob - Puntata del 04/06/2023
Rai 3,04-06-2023,20:30,"L'uomo visto dallo spazio - Sapiens Files, un solo pianeta - Puntata del 04/06/2023"
Rai 3,04-06-2023,21:25,Kilimangiaro Estate - Il viaggio che verrà - Puntata del 04/06/2023
Rai 3,04-06-2023,23:25,TG3 Mondo
Rai 3,04-06-2023,23:50,Meteo 3
Rai 3,04-06-2023,23:55,Mezz'ora in più - Puntata del 04/06/2023
