CHANNEL,DATE TIME,HOUR,EVENT
Rai 3,10-06-2023,00:00,TG3 Linea notte
Rai 3,10-06-2023,01:00,Meteo 3
Rai 3,10-06-2023,01:05,TG3 Chi è di scena
Rai 3,10-06-2023,01:20,Parlamento Magazine
Rai 3,10-06-2023,01:30,Appuntamento al cinema
Rai 3,10-06-2023,01:35,Fuori Orario. Cose (mai) viste
Rai 3,10-06-2023,01:45,Personal Shopper
Rai 3,10-06-2023,03:30,La settima vittima
Rai 3,10-06-2023,04:35,Fuori Orario. Cose (mai) viste
Rai 3,10-06-2023,06:00,RaiNews24
Rai 3,10-06-2023,08:00,Agorà weekend - Puntata del 10/06/2023
Rai 3,10-06-2023,09:00,Mi manda Raitre - Puntata del 10/06/2023
Rai 3,10-06-2023,10:15,Punto Europa
Rai 3,10-06-2023,10:45,Geo Documentario
Rai 3,10-06-2023,11:05,Storia delle nostre città - Ascoli - 20/02/2023
Rai 3,10-06-2023,12:00,TG3
Rai 3,10-06-2023,12:22,TG3 persone
Rai 3,10-06-2023,12:25,TGR Il Settimanale Estate
Rai 3,10-06-2023,12:55,Gli imperdibili
Rai 3,10-06-2023,13:00,Ossi di seppia - Quello che ricordiamo - I sassi dal cavalcavia
Rai 3,10-06-2023,13:30,Ossi di seppia - Quello che ricordiamo - La rivolta di Rosarno
Rai 3,10-06-2023,14:00,TG Regione
Rai 3,10-06-2023,14:19,TG Regione Meteo
Rai 3,10-06-2023,14:20,TG3
Rai 3,10-06-2023,14:45,TG3 Pixel
Rai 3,10-06-2023,14:49,Meteo 3
Rai 3,10-06-2023,14:55,TG3 L.I.S.
Rai 3,10-06-2023,15:00,"Eroi di strada - Fabrizio Moro, Ultimo e Mannarino"
Rai 3,10-06-2023,15:55,Hudson & Rex S4E6 - Un'operazione esplosiva
Rai 3,10-06-2023,16:45,Hudson & Rex S4E7 - Amore criminale
Rai 3,10-06-2023,17:30,Report - Puntata del 05/06/2023
Rai 3,10-06-2023,19:00,TG3
Rai 3,10-06-2023,19:30,TG Regione
Rai 3,10-06-2023,19:51,TG Regione Meteo
Rai 3,10-06-2023,20:00,Blob - Puntata del 10/06/2023
Rai 3,10-06-2023,20:25,Il meglio di Generazione Bellezza
Rai 3,10-06-2023,21:30,L'amica geniale S1E3 - Le metamorfosi
Rai 3,10-06-2023,22:35,L'amica geniale S1E4 - La smarginatura
Rai 3,10-06-2023,23:30,TG3 Mondo
Rai 3,10-06-2023,23:55,TG3 Agenda del Mondo
