CHANNEL,DATE TIME,HOUR,EVENT
Rai 3,09-06-2023,00:00,TG3 Linea notte
Rai 3,09-06-2023,01:00,Meteo 3
Rai 3,09-06-2023,01:05,Parlamento Magazine
Rai 3,09-06-2023,01:15,Newton. Pt.9 - Le ragioni del sonno
Rai 3,09-06-2023,02:15,RaiNews24
Rai 3,09-06-2023,06:00,RaiNews24
Rai 3,09-06-2023,07:00,TGR Buongiorno Italia
Rai 3,09-06-2023,07:30,TGR Buongiorno Regione
Rai 3,09-06-2023,08:00,Agorà - Puntata del 09/06/2023
Rai 3,09-06-2023,10:00,Elisir - A gentile richiesta - Puntata del 09/06/2023
Rai 3,09-06-2023,11:00,Spaziolibero
Rai 3,09-06-2023,11:10,Doc Martin S1E4
Rai 3,09-06-2023,11:55,Meteo 3
Rai 3,09-06-2023,12:00,TG3
Rai 3,09-06-2023,12:25,TG3 Fuori TG
Rai 3,09-06-2023,12:45,Quante storie - Puntata del 09/06/2023
Rai 3,09-06-2023,13:15,"Passato e Presente - Carlo Rosselli, Socialismo e Libertà"
Rai 3,09-06-2023,14:00,TG Regione
Rai 3,09-06-2023,14:19,TG Regione Meteo
Rai 3,09-06-2023,14:20,TG3
Rai 3,09-06-2023,14:49,Meteo 3
Rai 3,09-06-2023,14:50,TGR Leonardo
Rai 3,09-06-2023,15:00,PIAZZA AFFARI
Rai 3,09-06-2023,15:10,TG3 LIS
Rai 3,09-06-2023,15:15,Rai Parlamento Telegiornale
Rai 3,09-06-2023,15:20,Gli imperdibili
Rai 3,09-06-2023,15:25,Alla scoperta del ramo d'oro - Pierluigi Contucci - Puntata del 09/06/2023
Rai 3,09-06-2023,16:05,Di là dal fiume e tra gli alberi - S5E7 versione ridotta
Rai 3,09-06-2023,17:05,Geo Magazine - Puntata del 09/06/2023
Rai 3,09-06-2023,19:00,TG3
Rai 3,09-06-2023,19:30,TG Regione
Rai 3,09-06-2023,19:51,TG Regione Meteo
Rai 3,09-06-2023,20:00,Blob - Puntata del 09/06/2023
Rai 3,09-06-2023,20:15,Via Dei Matti n°0 - Danilo Rea 
Rai 3,09-06-2023,20:40,Il cavallo e la torre - Puntata del 09/06/2023
Rai 3,09-06-2023,21:00,Atletica Leggera - Diamond League Parigi
Rai 3,09-06-2023,23:10,"Ossi di seppia - Quello che ricordiamo - Pantani, vita e morte del Pirata"
Rai 3,09-06-2023,23:35,"Ossi di seppia - Quello che ricordiamo - Totti, fino all'ultimo gol"
