CHANNEL,DATE TIME,HOUR,EVENT
Rai 3,08-06-2023,00:00,TG3 Linea notte
Rai 3,08-06-2023,01:00,Meteo 3
Rai 3,08-06-2023,01:05,Parlamento Magazine
Rai 3,08-06-2023,01:15,Sorgente di vita - Puntata del 04/06/2023
Rai 3,08-06-2023,01:45,Sulla via di Damasco - Puntata del 04/06/2023
Rai 3,08-06-2023,02:20,RaiNews24
Rai 3,08-06-2023,06:00,RaiNews24
Rai 3,08-06-2023,07:00,TGR Buongiorno Italia
Rai 3,08-06-2023,07:30,TGR Buongiorno Regione
Rai 3,08-06-2023,08:00,Agorà - Puntata del 08/06/2023
Rai 3,08-06-2023,09:50,Elisir - A gentile richiesta - Puntata del 08/06/2023
Rai 3,08-06-2023,10:50,Spaziolibero
Rai 3,08-06-2023,11:00,Presentazione della relazione annuale dell'attività svolta nel 2022 dall'Autorità Nazionale Anticorruzione
Rai 3,08-06-2023,11:55,Meteo 3
Rai 3,08-06-2023,12:00,TG3
Rai 3,08-06-2023,12:25,TG3 Fuori TG
Rai 3,08-06-2023,12:45,Quante storie - Puntata del 08/06/2023
Rai 3,08-06-2023,13:15,Passato e Presente - Gli italiani nelle scuole del Comintern 
Rai 3,08-06-2023,14:00,TG Regione
Rai 3,08-06-2023,14:19,TG Regione Meteo
Rai 3,08-06-2023,14:20,TG3
Rai 3,08-06-2023,14:49,Meteo 3
Rai 3,08-06-2023,14:50,TGR Leonardo
Rai 3,08-06-2023,15:00,TGR Piazza Affari
Rai 3,08-06-2023,15:10,TG3 LIS
Rai 3,08-06-2023,15:15,Rai Parlamento Telegiornale
Rai 3,08-06-2023,15:20,Alla scoperta del ramo d'oro - Davide Susanetti - Puntata del 08/06/2023
Rai 3,08-06-2023,16:00,Di là dal fiume e tra gli alberi - S5E6 versione ridotta
Rai 3,08-06-2023,17:00,Geo Magazine - Puntata del 08/06/2023
Rai 3,08-06-2023,19:00,TG3
Rai 3,08-06-2023,19:30,TG Regione
Rai 3,08-06-2023,19:51,TG Regione Meteo
Rai 3,08-06-2023,20:00,Blob - Puntata del 08/06/2023
Rai 3,08-06-2023,20:15,Via Dei Matti n°0  - Neri per Caso - Puntata del 13/09/2022
Rai 3,08-06-2023,20:40,Il cavallo e la torre - Puntata del 08/06/2023
Rai 3,08-06-2023,20:50,Un posto al sole
Rai 3,08-06-2023,21:20,Un posto al sole
Rai 3,08-06-2023,21:45,Indovina chi viene a cena - La polpetta avvelenata - Puntata del 08/06/2023
Rai 3,08-06-2023,23:20,Mixer – Vent'anni di televisione - Puntata del 08/06/2023
