CHANNEL,DATE TIME,HOUR,EVENT
Rai Movie,03-06-2023,00:25,Anica - Appuntamento al cinema
Rai Movie,03-06-2023,00:30,Gli inesorabili
Rai Movie,03-06-2023,02:40,Wargames - Giochi di guerra
Rai Movie,03-06-2023,04:25,Stanlio e Ollio - Il circo è fallito
Rai Movie,03-06-2023,05:00,La strada per Fort Alamo
Rai Movie,03-06-2023,06:15,Donne e briganti
Rai Movie,03-06-2023,07:50,Tutti in piedi
Rai Movie,03-06-2023,09:45,Movie Mag
Rai Movie,03-06-2023,10:10,Anica - Appuntamento al cinema
Rai Movie,03-06-2023,10:15,Il Ragazzo Invisibile - Seconda Generazione
Rai Movie,03-06-2023,11:55,Piedone d'Egitto
Rai Movie,03-06-2023,13:55,Gli Imperdibili
Rai Movie,03-06-2023,14:00,Il diritto di uccidere
Rai Movie,03-06-2023,15:45,Storia di noi due
Rai Movie,03-06-2023,17:25,Nowhere Boy
Rai Movie,03-06-2023,19:00,Appunti di un venditore di donne
Rai Movie,03-06-2023,21:10,Gli infedeli
Rai Movie,03-06-2023,22:45,5 è il numero perfetto
