CHANNEL,DATE TIME,HOUR,EVENT
Rai Storia,05-06-2023,00:10,Rai News Notte
Rai Storia,05-06-2023,00:15,Il giorno e la storia
Rai Storia,05-06-2023,00:35,Passato e Presente - 1944: Roma città liberata
Rai Storia,05-06-2023,01:15,Duegiugno46 - Il giorno che divenne festa
Rai Storia,05-06-2023,02:05,L'assemblea costituente
Rai Storia,05-06-2023,02:15,La lotta dell'uomo per la sopravvivenza. Lo spirito scientifico conquista il mondo. p. 9
Rai Storia,05-06-2023,03:10,Testimoni del nostro tempo. Bruno Buozzi
Rai Storia,05-06-2023,04:05,L'Italia dei dialetti - Dialetto lingua segreta
Rai Storia,05-06-2023,04:30,"Roma, A.D. 1960 p.1. L'anno che verrà"
Rai Storia,05-06-2023,05:25,TAM TAM 1983: Nello spazio di Clarke
Rai Storia,05-06-2023,05:40,Il giorno e la storia
Rai Storia,05-06-2023,06:00,Passato e Presente - 1944: Roma città liberata
Rai Storia,05-06-2023,06:40,1: Life On The Limit 
Rai Storia,05-06-2023,08:25,Il giorno e la storia
Rai Storia,05-06-2023,08:55,Passato e Presente - 1944: Roma città liberata
Rai Storia,05-06-2023,09:25,Abbasso la miseria!
Rai Storia,05-06-2023,10:45,Italiani con Paolo Mieli. Giuseppe Tucci - Sull'altare della Terra
Rai Storia,05-06-2023,11:40,Storie Benemerite - Lo spettacolo dell'Arma
Rai Storia,05-06-2023,11:45,Il giorno e la storia
Rai Storia,05-06-2023,12:05,Viaggio in Europa - Dall'Aia a Bruxelles
Rai Storia,05-06-2023,13:05,"Roma, A.D. 1960 p.2. Tra passato e futuro"
Rai Storia,05-06-2023,14:00,Storie Benemerite - Lo spettacolo dell'Arma
Rai Storia,05-06-2023,14:05,Il giorno e la storia
Rai Storia,05-06-2023,14:25,Passato e Presente - 1944: Roma città liberata
Rai Storia,05-06-2023,15:05,Il piano Marshall
Rai Storia,05-06-2023,15:50,Siti italiani del Patrimonio Mondiale Unesco - Costiera Amalfitana
Rai Storia,05-06-2023,16:00,Italiani. Tina Lagostena Bassi
Rai Storia,05-06-2023,17:00,La lotta dell'uomo per la sopravvivenza. Questa nostra grandiosa civiltà della fretta. p. 10
Rai Storia,05-06-2023,17:50,Gli Etruschi attraverso Villa Giulia: Le origini
Rai Storia,05-06-2023,18:00,Alla scoperta del ramo d'oro - Veronica Barassi - Puntata del 05/06/2023
Rai Storia,05-06-2023,18:40,Testimoni del nostro tempo. Bruno Buozzi
Rai Storia,05-06-2023,19:40,Rai News Giorno
Rai Storia,05-06-2023,19:45,R.A.M. - La nave asilo Caracciolo
Rai Storia,05-06-2023,20:05,Storie Benemerite - Lo spettacolo dell'Arma
Rai Storia,05-06-2023,20:10,Il giorno e la storia
Rai Storia,05-06-2023,20:30,Passato e Presente - Cosma Manera e la Legione Redenta
Rai Storia,05-06-2023,21:10,Italia viaggio nella bellezza - Leonessa d'Italia. Il Museo del Risorgimento di Brescia  - 05/06/2023
Rai Storia,05-06-2023,22:10,Storia delle nostre città - Bari. La porta d'Oriente - 07/03/2022
Rai Storia,05-06-2023,23:00,5000 anni e + La lunga storia dell'umanità - Odissea. Dalle stelle al mondo sotterraneo
