CHANNEL,DATE TIME,HOUR,EVENT
Rai Storia,09-06-2023,00:00,Rai News Notte
Rai Storia,09-06-2023,00:05,Il giorno e la storia
Rai Storia,09-06-2023,00:25,Alla scoperta del ramo d'oro - Davide Susanetti - Puntata del 08/06/2023
Rai Storia,09-06-2023,01:05,Passato e Presente - Gli italiani nelle scuole del Comintern 
Rai Storia,09-06-2023,01:45,Storia delle nostre città - Bari. La porta d'Oriente - 07/03/2022
Rai Storia,09-06-2023,02:35,I bambini e noi: S1970E1 - La fatica
Rai Storia,09-06-2023,03:35,R.A.M. Qui Radio Bari
Rai Storia,09-06-2023,03:50,La pace perduta. La violenza dell'ora decisiva
Rai Storia,09-06-2023,04:45,"Roma, A.D. 1960 p.5. Il miracolo economico"
Rai Storia,09-06-2023,05:40,Il giorno e la storia
Rai Storia,09-06-2023,06:00,Passato e Presente - Gli italiani nelle scuole del Comintern 
Rai Storia,09-06-2023,06:40,Mixer – Vent'anni di televisione - Puntata del 01/06/2023
Rai Storia,09-06-2023,07:25,1939-1945. La II Guerra Mondiale - L'Europa alla vigilia della Seconda Guerra Mondiale
Rai Storia,09-06-2023,08:15,'14-'18 Storie della Grande Guerra- Ripensare la Grande Guerra
Rai Storia,09-06-2023,08:45,Il giorno e la storia
Rai Storia,09-06-2023,09:05,Passato e Presente - Gli italiani nelle scuole del Comintern 
Rai Storia,09-06-2023,09:45,a.C.d.C. Apocalissi del passato - p.1 - La fine dell'Impero Accadico
Rai Storia,09-06-2023,10:40,a.C.d.C. Apocalissi del passato. p. 2 - La distruzione di Sodoma: tra leggenda e realtà
Rai Storia,09-06-2023,11:35,Storie benemerite - L'eccezione quotidiana
Rai Storia,09-06-2023,11:40,Il giorno e la storia
Rai Storia,09-06-2023,12:00,Viaggio in Europa. L'arte in Europa
Rai Storia,09-06-2023,13:00,"Roma, A.D. 1960 p.6. Pier Luigi Nervi l' architetto del futuro"
Rai Storia,09-06-2023,14:00,Storie benemerite - L'eccezione quotidiana
Rai Storia,09-06-2023,14:05,Gli Imperdibili
Rai Storia,09-06-2023,14:10,Il giorno e la storia
Rai Storia,09-06-2023,14:20,Passato e Presente - Gli italiani nelle scuole del Comintern 
Rai Storia,09-06-2023,15:00,Italia viaggio nella bellezza - Leonessa d'Italia. Il Museo del Risorgimento di Brescia  - 05/06/2023
Rai Storia,09-06-2023,15:55,Italiani con Paolo Mieli -  Corrado
Rai Storia,09-06-2023,16:55,La Serenissima Repubblica di Venezia
Rai Storia,09-06-2023,17:05,I bambini e noi: S1970E2 - Educati e gentili
Rai Storia,09-06-2023,18:00,Alla scoperta del ramo d'oro - Pierluigi Contucci - Puntata del 09/06/2023
Rai Storia,09-06-2023,18:40,La pace perduta. L'Europa scivola verso l'abisso
Rai Storia,09-06-2023,19:30,Rai News Giorno
Rai Storia,09-06-2023,19:35,RAM - Chi disse 'no'. Gli internati militari italiani
Rai Storia,09-06-2023,19:55,Il piano Marshall
Rai Storia,09-06-2023,20:05,Storie benemerite - L'eccezione quotidiana
Rai Storia,09-06-2023,20:10,Il giorno e la storia
Rai Storia,09-06-2023,20:30,"Passato e Presente - Carlo Rosselli, Socialismo e Libertà"
Rai Storia,09-06-2023,21:10,Telemaco p.7
Rai Storia,09-06-2023,22:10,1940: Italia in guerra p.1. La dichiarazione
Rai Storia,09-06-2023,23:05,"Italiani con Paolo Mieli - Curzio Malaparte, il cinico pietoso "
