CHANNEL,DATE TIME,HOUR,EVENT
Rai Storia,10-06-2023,00:00,Rai News Notte
Rai Storia,10-06-2023,00:05,Il giorno e la storia
Rai Storia,10-06-2023,00:25,Alla scoperta del ramo d'oro - Pierluigi Contucci - Puntata del 09/06/2023
Rai Storia,10-06-2023,01:05,"Passato e Presente - Carlo Rosselli, Socialismo e Libertà"
Rai Storia,10-06-2023,01:45,1: Life On The Limit 
Rai Storia,10-06-2023,03:35,Ferdinando Magellano e la via delle spezie
Rai Storia,10-06-2023,03:50,La pace perduta. L'Europa scivola verso l'abisso
Rai Storia,10-06-2023,04:40,"Roma, A.D. 1960 p.6. Pier Luigi Nervi l' architetto del futuro"
Rai Storia,10-06-2023,05:35,Il giorno e la storia
Rai Storia,10-06-2023,06:00,"Passato e Presente - Carlo Rosselli, Socialismo e Libertà"
Rai Storia,10-06-2023,06:40,a.C.d.C. Apocalissi del passato - p.1 - La fine dell'Impero Accadico
Rai Storia,10-06-2023,07:35,a.C.d.C. Apocalissi del passato. p. 2 - La distruzione di Sodoma: tra leggenda e realtà
Rai Storia,10-06-2023,08:30,Il giorno e la storia
Rai Storia,10-06-2023,08:50,"Scritto, letto, detto: Massimo Fini"
Rai Storia,10-06-2023,09:00,"Passato e Presente - Carlo Rosselli, Socialismo e Libertà"
Rai Storia,10-06-2023,09:40,Telemaco p.7
Rai Storia,10-06-2023,10:35,1940: Italia in guerra p.1. La dichiarazione
Rai Storia,10-06-2023,11:30,Storie benemerite - Custodi di cultura
Rai Storia,10-06-2023,11:35,Il giorno e la storia
Rai Storia,10-06-2023,11:55,Viaggio in Europa. Norvegia
Rai Storia,10-06-2023,13:00,"Roma, A.D.1960 p.7. La televisione"
Rai Storia,10-06-2023,13:55,Storie benemerite - Custodi di cultura
Rai Storia,10-06-2023,14:00,Il giorno e la storia
Rai Storia,10-06-2023,14:20,"Passato e Presente - Carlo Rosselli, Socialismo e Libertà"
Rai Storia,10-06-2023,15:00,Abbasso la miseria!
Rai Storia,10-06-2023,16:20,Diario di un cronista. Il delitto Matteotti
Rai Storia,10-06-2023,16:55,I bambini e noi: S1970E3 - Tante case
Rai Storia,10-06-2023,18:00,Italiani con Paolo Mieli - Elio Fiorucci - Stato libero
Rai Storia,10-06-2023,18:50,Rai News Giorno
Rai Storia,10-06-2023,18:55,"La pace perduta. Non formule miracolose, ma normalità"
Rai Storia,10-06-2023,19:50,Gli Imperdibili
Rai Storia,10-06-2023,19:55,Storie benemerite - Custodi di cultura
Rai Storia,10-06-2023,20:00,Il giorno e la storia
Rai Storia,10-06-2023,20:20,"Scritto, letto, detto: Massimo Fini"
Rai Storia,10-06-2023,20:30,Passato e Presente - 10 giugno 1940. L'Italia in guerra
Rai Storia,10-06-2023,21:10,Il ladro di bambini
Rai Storia,10-06-2023,23:00,Sicily Jass - The world's first man in Jazz
