CHANNEL,DATE TIME,HOUR,EVENT
Rai 2,06-06-2023,00:44,Meteo 2
Rai 2,06-06-2023,00:50,I Lunatici
Rai 2,06-06-2023,02:35,Calcio Totale
Rai 2,06-06-2023,03:35,Casa Italia
Rai 2,06-06-2023,05:05,Piloti
Rai 2,06-06-2023,05:20,La Grande Vallata S2E23 - Fratello amore
Rai 2,06-06-2023,06:10,La Grande Vallata S2E24 - Corte marziale in casa Barkley
Rai 2,06-06-2023,07:00,Viva Asiago 10!
Rai 2,06-06-2023,07:10,Arriva Viva Rai2!
Rai 2,06-06-2023,07:15,Viva Rai2!
Rai 2,06-06-2023,08:00,Aracataca. Non voglio cambiare pianeta 2 – Ep22 - Il jovamento
Rai 2,06-06-2023,08:15,E viva il Videobox
Rai 2,06-06-2023,08:30,TG2
Rai 2,06-06-2023,08:45,Radio2 Social Club
Rai 2,06-06-2023,09:58,Meteo 2
Rai 2,06-06-2023,10:00,TG2 Italia
Rai 2,06-06-2023,10:55,TG2 Flash
Rai 2,06-06-2023,11:00,TG Sport Giorno
Rai 2,06-06-2023,11:10,I Fatti Vostri
Rai 2,06-06-2023,13:00,TG2 GIORNO
Rai 2,06-06-2023,13:30,TG2 Costume e Società
Rai 2,06-06-2023,13:50,TG2 Medicina 33
Rai 2,06-06-2023,14:00,Ore 14 - Puntata del 06/06/2023
Rai 2,06-06-2023,15:25,Squadra Speciale Cobra 11 S23E13 - Il primo giorno
Rai 2,06-06-2023,16:16,Squadra Speciale Cobra 11 S23E14 - La lista
Rai 2,06-06-2023,17:00,Candice Renoir S6E5 - Il cane è il miglior amico dell'uomo
Rai 2,06-06-2023,18:00,TG Parlamento
Rai 2,06-06-2023,18:10,TG2 L.I.S.
Rai 2,06-06-2023,18:15,TG2
Rai 2,06-06-2023,18:35,TG Sport Sera
Rai 2,06-06-2023,18:58,Meteo 2
Rai 2,06-06-2023,19:00,Hawaii Five 0 S8E13 - Presunto colpevole 
Rai 2,06-06-2023,19:40,N.C.I.S. S17E20 - USS Arizona
Rai 2,06-06-2023,20:30,TG2 20.30
Rai 2,06-06-2023,21:00,TG2 Post
Rai 2,06-06-2023,21:20,Nudi per la vita - Puntata del 20/09/2022
Rai 2,06-06-2023,22:55,Nudi per la vita - Puntata del 22/09/2022
