CHANNEL,DATE TIME,HOUR,EVENT
Rai 5,05-06-2023,00:48,Rai News Notte
Rai 5,05-06-2023,00:50,Tuttifrutti 2022-2023 Puntata 37
Rai 5,05-06-2023,01:18,Il caffè - Puntata del 03/06/2023
Rai 5,05-06-2023,02:12,Di là dal fiume e tra gli alberi - S5E15 versione ridotta
Rai 5,05-06-2023,03:07,Evolution - Il viaggio di Darwin pt. 174
Rai 5,05-06-2023,04:51,I meccanismi della natura - E3
Rai 5,05-06-2023,05:40,Castello di Rivoli Museo d'Arte Contemporanea
Rai 5,05-06-2023,06:00,Cent'anni di solitudine di Gabriel García Márquez
Rai 5,05-06-2023,06:10,L'attimo fuggente - E5
Rai 5,05-06-2023,06:41,Gli insetti delle foreste tropicali della Malesia
Rai 5,05-06-2023,07:34,L'attimo fuggente - E6
Rai 5,05-06-2023,08:07,I promessi sposi - Puntata 8 del 19/02/1967
Rai 5,05-06-2023,08:58,Prossima fermata America S2E9 -  Chicago - Champaign
Rai 5,05-06-2023,09:57,ANICA APPUNTAMENTO AL CINEMA
Rai 5,05-06-2023,09:59,Carmina Burana
Rai 5,05-06-2023,11:09,Werther (1955)
Rai 5,05-06-2023,13:19,Le percussioni
Rai 5,05-06-2023,13:29,L'attimo fuggente - E6
Rai 5,05-06-2023,14:03,Evolution - Il viaggio di Darwin pt. 175
Rai 5,05-06-2023,15:47,Charlov e le figlie
Rai 5,05-06-2023,17:14,"Brahms, Von Weber, Dvorak"
Rai 5,05-06-2023,18:35,Rai News Giorno
Rai 5,05-06-2023,18:37,I promessi sposi (1989) - E1
Rai 5,05-06-2023,20:15,Prossima fermata America S2E10 - Mattoon - Memphis
Rai 5,05-06-2023,21:15,Interactions
Rai 5,05-06-2023,23:02,Sciarada - Il circolo delle parole L'Altro '900. Curzio Malaparte
