CHANNEL,DATE TIME,HOUR,EVENT
Rai Yoyo,09-06-2023,00:00,Lupo 2 EP. 54
Rai Yoyo,09-06-2023,00:05,Gli acchiappagiochi EP. 43
Rai Yoyo,09-06-2023,00:10,Gli acchiappagiochi EP. 44
Rai Yoyo,09-06-2023,00:20,Pablo II EP.17
Rai Yoyo,09-06-2023,00:30,Pablo II EP.18
Rai Yoyo,09-06-2023,00:45,Leo e Tig 2 EP. 17
Rai Yoyo,09-06-2023,00:55,Leo e Tig 2 EP. 18
Rai Yoyo,09-06-2023,01:10,Fittizio ANIMAZIONE RAI CINEMA 15221492
Rai Yoyo,09-06-2023,01:15,Melevisione 06 07 EP.25
Rai Yoyo,09-06-2023,01:40,Moominvalley ep. 19
Rai Yoyo,09-06-2023,02:00,Molang 5 EP. 28
Rai Yoyo,09-06-2023,02:05,Molang 5 EP. 29
Rai Yoyo,09-06-2023,02:10,Molang 5 EP. 30
Rai Yoyo,09-06-2023,02:15,Molang 5 EP. 31
Rai Yoyo,09-06-2023,02:20,Molang 5 EP. 32
Rai Yoyo,09-06-2023,02:25,Pj Masks IV EP.51
Rai Yoyo,09-06-2023,02:35,Pj Masks IV EP.52
Rai Yoyo,09-06-2023,02:45,PJ Masks 5 EP. 1
Rai Yoyo,09-06-2023,03:00,PJ Masks 5 EP. 2
Rai Yoyo,09-06-2023,03:10,Peppa Pig 2 EP.51
Rai Yoyo,09-06-2023,03:15,Peppa Pig 2 EP.52
Rai Yoyo,09-06-2023,03:20,Peppa pig (III) EP.1
Rai Yoyo,09-06-2023,03:25,Ape Maia 3D EP. 64
Rai Yoyo,09-06-2023,03:35,Ape Maia 3D EP. 65
Rai Yoyo,09-06-2023,03:50,Ape Maia 3D EP. 66
Rai Yoyo,09-06-2023,04:00,Pip e Posy EP. 33
Rai Yoyo,09-06-2023,04:05,Pip e Posy EP. 34
Rai Yoyo,09-06-2023,04:15,Pip e Posy EP. 35
Rai Yoyo,09-06-2023,04:20,Pip e Posy EP. 36
Rai Yoyo,09-06-2023,04:30,Moominvalley
Rai Yoyo,09-06-2023,04:55,Shaun vita da pecora (V) EP.13
Rai Yoyo,09-06-2023,05:05,Shaun vita da pecora (V) EP.14
Rai Yoyo,09-06-2023,05:10,Shaun vita da pecora (V) EP.15
Rai Yoyo,09-06-2023,05:20,Molang 5 EP. 43
Rai Yoyo,09-06-2023,05:25,Molang 5 EP. 44
Rai Yoyo,09-06-2023,05:30,Winx club 4 EP. 22
Rai Yoyo,09-06-2023,05:55,Fittizio ANIMAZIONE RAI CINEMA 15221493
Rai Yoyo,09-06-2023,06:00,La Pimpa EP. 21
Rai Yoyo,09-06-2023,06:05,La Pimpa EP. 22
Rai Yoyo,09-06-2023,06:10,La Pimpa EP. 23
Rai Yoyo,09-06-2023,06:15,La Pimpa EP. 24
Rai Yoyo,09-06-2023,06:20,Il giorno in cui Henry incontrò EP.7
Rai Yoyo,09-06-2023,06:25,Il giorno in cui Henry incontrò EP.8
Rai Yoyo,09-06-2023,06:30,Il giorno in cui Henry incontrò EP.9
Rai Yoyo,09-06-2023,06:35,Il giorno in cui Henry incontrò EP.10
Rai Yoyo,09-06-2023,06:40,Minicuccioli a scuola EP. 16
Rai Yoyo,09-06-2023,06:45,Minicuccioli a scuola EP. 17
Rai Yoyo,09-06-2023,06:50,Minicuccioli a scuola EP. 18
Rai Yoyo,09-06-2023,07:00,Shaun vita da pecora (V) EP.3
Rai Yoyo,09-06-2023,07:05,Shaun vita da pecora (V) EP.4
Rai Yoyo,09-06-2023,07:10,Shaun vita da pecora (V) EP.5
Rai Yoyo,09-06-2023,07:20,Calzino EP.10 Prima Visione RAI
Rai Yoyo,09-06-2023,07:35,Peppa Pig 9 EP. 34
Rai Yoyo,09-06-2023,07:40,Peppa Pig 9 EP. 35
Rai Yoyo,09-06-2023,07:45,Peppa Pig 9 EP. 36
Rai Yoyo,09-06-2023,07:50,Masha e Orso EP.4
Rai Yoyo,09-06-2023,07:55,Masha e Orso EP.5
