CHANNEL,DATE TIME,HOUR,EVENT
Rai Yoyo,08-06-2023,00:00,Lupo - S2E51 - Il lupo che voleva essere fan di Lupa
Rai Yoyo,08-06-2023,00:05,Gli Acchiappagiochi - S1E41 - Il labirinto dispettoso
Rai Yoyo,08-06-2023,00:10,Gli Acchiappagiochi - S1E42 - L'unione fa la doccia
Rai Yoyo,08-06-2023,00:20,Pablo - S2E15 - La ciotola triste
Rai Yoyo,08-06-2023,00:30,Pablo - S2E16 - Troppi compiti
Rai Yoyo,08-06-2023,00:45,Leo e Tig – S2E15 - Tre fenomeni
Rai Yoyo,08-06-2023,00:55,Leo e Tig – S2E16 - Tango dei Galagidi
Rai Yoyo,08-06-2023,01:15,La Melevisione 2007 - E24
Rai Yoyo,08-06-2023,01:40,Moominvalley - S1E18 - Lo strano caso della signora Filifiocca
Rai Yoyo,08-06-2023,02:00,Molang - S5E23 - La ciocca di capelli
Rai Yoyo,08-06-2023,02:05,Molang - S5E24 - L'eroe
Rai Yoyo,08-06-2023,02:10,Molang - S5E25 - L'alieno 
Rai Yoyo,08-06-2023,02:15,Molang - S5E26 - Caduto dal cielo 
Rai Yoyo,08-06-2023,02:20,Molang - S5E27 - Il sirenetto
Rai Yoyo,08-06-2023,02:25,PJ MASKS IV Prima Visione RAI
Rai Yoyo,08-06-2023,02:35,PJ MASKS IV Prima Visione RAI
Rai Yoyo,08-06-2023,02:45,PJ MASKS IV Prima Visione RAI
Rai Yoyo,08-06-2023,03:00,PJ MASKS IV Prima Visione RAI
Rai Yoyo,08-06-2023,03:10,Peppa Pig - S2E48 - Giochi con la palla
Rai Yoyo,08-06-2023,03:15,Peppa Pig - S2E49 - Stelle
Rai Yoyo,08-06-2023,03:20,Peppa Pig - S2E50 - Il compleanno di Papà Pig
Rai Yoyo,08-06-2023,03:25,Ape Maia 3D - S1E61 - Arcobaleno di polline
Rai Yoyo,08-06-2023,03:35,Ape Maia 3D - S1E62 - Rane vegetariane
Rai Yoyo,08-06-2023,03:50,Ape Maia 3D - S1E63 - Un tesoro di provviste
Rai Yoyo,08-06-2023,04:00,Pip and Posy - S1E29 - Attenti ai coccodrilli!
Rai Yoyo,08-06-2023,04:05,Pip and Posy - S1E30 - Ruggito da dinosauro
