CHANNEL,DATE TIME,HOUR,EVENT
Rai Yoyo,07-06-2023,00:05,Lupo - S2E47 - Il lupo che voleva salvare un pupazzo di neve
Rai Yoyo,07-06-2023,00:10,"Lupo - S2E48 - Il lupo che voleva rendere tutti felici – Parte 1: Lupo, mercante di felicità"
Rai Yoyo,07-06-2023,00:20,Gli Acchiappagiochi - S1E39 - Dove è Spinny?
Rai Yoyo,07-06-2023,00:25,Gli Acchiappagiochi - S1E40 - È scappata la montagna
Rai Yoyo,07-06-2023,00:35,Pablo - S2E13 - Tom
Rai Yoyo,07-06-2023,00:45,Pablo - S2E14 - Quando sarò grande
Rai Yoyo,07-06-2023,01:00,Leo e Tig – S2E13 - Il più veloce
Rai Yoyo,07-06-2023,01:10,Leo e Tig – S2E14 - Giochi da rinoceronte
Rai Yoyo,07-06-2023,01:25,La Melevisione 2007 - E23
Rai Yoyo,07-06-2023,01:45,Moominvalley - S1E17 - La partenza di Piccola Mi
Rai Yoyo,07-06-2023,02:05,Molang - S5E18 - Il serpente piumato
Rai Yoyo,07-06-2023,02:10,Molang - S5E19 - La pianta
Rai Yoyo,07-06-2023,02:15,Molang - S5E20 - La gallina dalle uova di cioccolato
Rai Yoyo,07-06-2023,02:20,Molang - S5E21 - Guerra di cocco
Rai Yoyo,07-06-2023,02:25,Molang - S5E22 - I Pincos addormentati
Rai Yoyo,07-06-2023,02:30,PJ Masks - S4E43 - Il giovane Faraone
Rai Yoyo,07-06-2023,02:45,PJ Masks - S4E44 - Per le mie piume faraoniche
Rai Yoyo,07-06-2023,02:55,PJ MASKS IV Prima Visione RAI
Rai Yoyo,07-06-2023,03:05,PJ MASKS IV Prima Visione RAI
Rai Yoyo,07-06-2023,03:20,Peppa Pig - S2E45
Rai Yoyo,07-06-2023,03:25,Peppa Pig - S2E46 - Capitan Papà Pig
Rai Yoyo,07-06-2023,03:30,Peppa Pig - S2E47
Rai Yoyo,07-06-2023,03:35,Ape Maia 3D - S1E58 - Ludovina apprendista regina
Rai Yoyo,07-06-2023,03:45,Ape Maia 3D - S1E59 - Un filo per violino
Rai Yoyo,07-06-2023,04:00,Ape Maia 3D - S1E60 - Vita da formica
Rai Yoyo,07-06-2023,04:10,Pip and Posy - S1E25 - Il picnic dei maghi
Rai Yoyo,07-06-2023,04:20,Pip and Posy - S1E26 - Scambio di giocattoli
Rai Yoyo,07-06-2023,04:25,Pip and Posy - S1E27 - Pip contro Posy
Rai Yoyo,07-06-2023,04:30,"Pip and Posy - S1E28 - Buonanotte, Pip"
Rai Yoyo,07-06-2023,04:40,Moominvalley - S3E7 - Segreti d'inverno
Rai Yoyo,07-06-2023,05:00,Shaun vita da pecora - S5E7 - Il guastafeste
Rai Yoyo,07-06-2023,05:10,Shaun vita da pecora - S5E8 - Che giornataccia!
Rai Yoyo,07-06-2023,05:15,Shaun vita da pecora - S5E9 - Il nipote
Rai Yoyo,07-06-2023,05:20,Molang - S5E39 - Il robot perfetto
Rai Yoyo,07-06-2023,05:25,Molang - S5E40 - L'ombrello
Rai Yoyo,07-06-2023,05:30,Winx Club - S4E20 - I doni del destino
Rai Yoyo,07-06-2023,06:00,Pimpa - S1E13 - La nave in pericolo
Rai Yoyo,07-06-2023,06:05,Pimpa - S1E14 - Il pane fatto in casa
Rai Yoyo,07-06-2023,06:10,Pimpa - S1E15 - Il riccio Riccardo
Rai Yoyo,07-06-2023,06:15,Pimpa - S1E16 - La lucciola Lucia
Rai Yoyo,07-06-2023,06:20,Il giorno in cui Henry incontrò... - S1E25 - Una torta!
Rai Yoyo,07-06-2023,06:25,Il giorno in cui Henry incontrò... - S1E26 - La luna!
Rai Yoyo,07-06-2023,06:30,Il giorno in cui Henry incontrò... - S1E1 - Un pallone!
Rai Yoyo,07-06-2023,06:35,Il giorno in cui Henry incontrò... - S1E2 - Uno scudo!
Rai Yoyo,07-06-2023,06:40,Mini Cuccioli a scuola - E10 - Amici pompieri
Rai Yoyo,07-06-2023,06:45,Mini Cuccioli a scuola - E11 - La fabbrica di caramelle
Rai Yoyo,07-06-2023,06:50,Mini Cuccioli a scuola - E12 - Caccia grossa tra i libri
Rai Yoyo,07-06-2023,07:00,Shaun vita da pecora - S5E17 - Un losco inquilino
Rai Yoyo,07-06-2023,07:05,Shaun vita da pecora - S5E18 - Timmy e il drago
Rai Yoyo,07-06-2023,07:10,Shaun vita da pecora - S5E19 - L'allevatore di pecore
Rai Yoyo,07-06-2023,07:20,Calzino EP.8 Prima Visione RAI
Rai Yoyo,07-06-2023,07:35,Peppa Pig - S9E28 - La festa sottomarina
Rai Yoyo,07-06-2023,07:40,Peppa Pig - S9E29 - La casetta dei giochi
Rai Yoyo,07-06-2023,07:45,Peppa Pig - S9E30 - Il club dei detective
Rai Yoyo,07-06-2023,07:50,Masha e Orso - S5E24 - Pennuti sempre benvenuti
Rai Yoyo,07-06-2023,07:55,Masha e Orso - S5E25 - Un giro in moto
