CHANNEL,DATE TIME,HOUR,EVENT
Rai Yoyo,05-06-2023,00:00,Lupo - S2E40 - Il lupo che voleva fare una sorpresa
Rai Yoyo,05-06-2023,00:05,Lupo - S2E41 - Il lupo che voleva avere dei mega riflessi
Rai Yoyo,05-06-2023,00:15,Lupo - S2E42 - Il lupo che voleva prendere il Mostro Mostruoso! - Parte 1: La leggenda del Mostro Mostruoso
Rai Yoyo,05-06-2023,00:20,Gli Acchiappagiochi - S1E35 - Le piante delle sorprese
Rai Yoyo,05-06-2023,00:30,Gli Acchiappagiochi - S1E43 - Gli Acchiappagiochi sono giganti!
Rai Yoyo,05-06-2023,00:35,Pablo - S2E9 - Il Panno Magico
Rai Yoyo,05-06-2023,00:45,Pablo - S2E10 - Bleah
Rai Yoyo,05-06-2023,00:55,Leo e Tig – S2E9 - Il signore della foresta
Rai Yoyo,05-06-2023,01:10,Leo e Tig – S2E10 - Il Ballo del Ghiaccio
Rai Yoyo,05-06-2023,01:20,La Melevisione 2007 - E21
Rai Yoyo,05-06-2023,01:45,Moominvalley - S1E15 - Lo spirito di fuoco
Rai Yoyo,05-06-2023,02:10,Molang - S5E8 - Iron Piu Piu
Rai Yoyo,05-06-2023,02:15,Molang - S5E9 - La pozione
Rai Yoyo,05-06-2023,02:20,Molang - S5E10 - Il piccolo mammut
Rai Yoyo,05-06-2023,02:25,Molang - S5E11 - Mummia super star
Rai Yoyo,05-06-2023,02:30,Molang - S5E12 - Piu piu superstar
Rai Yoyo,05-06-2023,02:35,PJ Masks - S4E35 - Il giardino di Octobella
Rai Yoyo,05-06-2023,02:45,PJ Masks - S4E36 - Blu medusa
Rai Yoyo,05-06-2023,02:55,PJ Masks - S4E37 - Il ritorno del minuscolo mini-ninja 
Rai Yoyo,05-06-2023,03:10,PJ Masks - S4E38 - Robot-Lupo
Rai Yoyo,05-06-2023,03:20,Peppa Pig - S2E39 - Rebecca Coniglio
Rai Yoyo,05-06-2023,03:25,Peppa Pig - S2E40
Rai Yoyo,05-06-2023,03:30,Peppa Pig - S2E41 - Amico di penna
Rai Yoyo,05-06-2023,03:35,Ape Maia 3D - S1E52 - Allergia da polline
