CHANNEL,DATE TIME,HOUR,EVENT
Rai Premium,05-06-2023,00:35,La mafia uccide solo d'estate - La serie S1E8
Rai Premium,05-06-2023,01:30,Il mondo è meraviglioso
Rai Premium,05-06-2023,03:15,Piloti
Rai Premium,05-06-2023,03:30,Un'estate a Maiorca
Rai Premium,05-06-2023,05:00,Cuori rubati S1E17
Rai Premium,05-06-2023,05:35,Una donna per amico - S1E7 - Nel nome del padre
Rai Premium,05-06-2023,07:15,Tutti pazzi per amore-S3E3
Rai Premium,05-06-2023,08:10,Tutti pazzi per amore-S3E4
Rai Premium,05-06-2023,09:05,Un posto al sole - Puntata del 18/05/2022 EP5948
Rai Premium,05-06-2023,09:30,Un posto al sole - Puntata del 19/05/2022 EP5949
Rai Premium,05-06-2023,09:55,Sea Patrol - S1E1 - Benvenuti a bordo
Rai Premium,05-06-2023,10:40,Sea Patrol - S1E2 - Cosa c'è sotto
Rai Premium,05-06-2023,11:30,Che Dio ci aiuti S5E17 - Istruzioni per crescere 
Rai Premium,05-06-2023,12:30,Che Dio ci aiuti S5E18 - L'essenziale
Rai Premium,05-06-2023,13:25,Velvet S1E1 - Ali di Farfalla
Rai Premium,05-06-2023,14:45,Heartland S1E1 - Ritorno a casa
Rai Premium,05-06-2023,15:30,Anica Appuntamento al Cinema
Rai Premium,05-06-2023,15:35,Una grande famiglia S1E1
Rai Premium,05-06-2023,17:30,Che Dio ci aiuti S5E19 - Addio! 
Rai Premium,05-06-2023,18:30,Che Dio ci aiuti S5E20 - La strada di casa
Rai Premium,05-06-2023,19:25,Màkari - S1E3 - È solo un gioco
Rai Premium,05-06-2023,21:20,Last Cop - L'ultimo sbirro S4E7 - Frequentazioni pericolose
Rai Premium,05-06-2023,22:05,Last Cop - L'ultimo sbirro S4E8 - Chi troppo alto vola...
Rai Premium,05-06-2023,22:50,Last Cop - L'ultimo sbirro S4E9 - La famiglia innanzitutto
Rai Premium,05-06-2023,23:40,Sex - Toys e pornografia - Puntata del 21/08/2022
