CHANNEL,DATE TIME,HOUR,EVENT
Rai Premium,09-06-2023,00:05,Last Cop - L'ultimo sbirro S4E7 - Frequentazioni pericolose
Rai Premium,09-06-2023,00:55,Last Cop - L'ultimo sbirro S4E8 - Chi troppo alto vola...
Rai Premium,09-06-2023,01:40,Last Cop - L'ultimo sbirro S4E9 - La famiglia innanzitutto
Rai Premium,09-06-2023,02:25,La Squadra - S3E11
Rai Premium,09-06-2023,04:00,Piloti
Rai Premium,09-06-2023,04:15,Sea Patrol S1E8 - La tempesta
Rai Premium,09-06-2023,05:00,Cuori rubati S1E21
Rai Premium,09-06-2023,05:35,Una donna per amico - S2E3 - Lontani
Rai Premium,09-06-2023,07:15,Tutti pazzi per amore-S3E11
Rai Premium,09-06-2023,08:10,Tutti pazzi per amore-S3E12
Rai Premium,09-06-2023,09:05,Un posto al sole - Puntata del 24/05/2022 EP5952
Rai Premium,09-06-2023,09:30,Un posto al sole - Puntata del 25/05/2022 EP5953
Rai Premium,09-06-2023,09:50,Sea Patrol S1E9 - Sotto pressione
Rai Premium,09-06-2023,10:40,Sea Patrol S1E10 - Stato di allerta
Rai Premium,09-06-2023,11:25,Che Dio ci aiuti S6E5 - Obbligo o verità
Rai Premium,09-06-2023,12:20,Che Dio ci aiuti S6E6 - Déjà vu
Rai Premium,09-06-2023,13:15,Gli Imperdibili
Rai Premium,09-06-2023,13:20,Velvet S1E5 - Lo stilista
Rai Premium,09-06-2023,14:45,Heartland S1E5 - Il video di Lou
Rai Premium,09-06-2023,15:35,Anica Appuntamento al Cinema
Rai Premium,09-06-2023,15:40,Una grande famiglia S1E5
Rai Premium,09-06-2023,17:30,Che Dio ci aiuti S6E7 - False verità
Rai Premium,09-06-2023,18:25,Che Dio ci aiuti S6E8 - Solo parole
Rai Premium,09-06-2023,19:20,Màkari - S2E3 - Il lusso della giovinezza
Rai Premium,09-06-2023,21:20,Blackout - Vite sospese - S1E1 - Il gioco del destino
Rai Premium,09-06-2023,22:20,Blackout - Vite sospese - S1E2 - Una scelta impossibile
Rai Premium,09-06-2023,23:20,La porta rossa S3E1
