CHANNEL,DATE TIME,HOUR,EVENT
Rai Premium,06-06-2023,00:40,Un'estate a Maiorca
Rai Premium,06-06-2023,02:15,La Squadra - S3E8
Rai Premium,06-06-2023,03:50,Disokkupati
Rai Premium,06-06-2023,04:15,Sea Patrol - S1E2 - Cosa c'è sotto
Rai Premium,06-06-2023,05:00,Cuori rubati S1E18
Rai Premium,06-06-2023,05:35,"Una donna per amico - S1E8 - Cara nonna, cara mamma"
Rai Premium,06-06-2023,07:20,Tutti pazzi per amore-S3E5
Rai Premium,06-06-2023,08:20,Tutti pazzi per amore-S3E6
Rai Premium,06-06-2023,09:10,Un posto al sole - Puntata del 20/05/2022 EP5950
Rai Premium,06-06-2023,09:40,Sea Patrol S1E3 - La nave fantasma
Rai Premium,06-06-2023,10:25,Sea Patrol S1E4 - La medusa killer
Rai Premium,06-06-2023,11:10,Che Dio ci aiuti S5E19 - Addio! 
Rai Premium,06-06-2023,12:10,Che Dio ci aiuti S5E20 - La strada di casa
Rai Premium,06-06-2023,13:10,Velvet S1E2 - Il sacrificio
Rai Premium,06-06-2023,14:35,Heartland S1E2 - Dopo la tempesta
Rai Premium,06-06-2023,15:25,Anica Appuntamento al Cinema
Rai Premium,06-06-2023,15:30,Una grande famiglia S1E2
Rai Premium,06-06-2023,17:20,"Che Dio ci aiuti S6E1 - E tu, sei pronto?"
Rai Premium,06-06-2023,18:20,Che Dio ci aiuti S6E2 - Posto di blocco
Rai Premium,06-06-2023,19:20,Màkari - S1E4 - La fabbrica delle stelle
Rai Premium,06-06-2023,21:20,Le indagini di Lolita Lobosco S1E1 - La circonferenza delle arance
Rai Premium,06-06-2023,23:20,Il gioiello nascosto
