CHANNEL,DATE TIME,HOUR,EVENT
Rai Premium,07-06-2023,01:00,La Squadra - S3E9
Rai Premium,07-06-2023,02:40,Heartland S1E2 - Dopo la tempesta
Rai Premium,07-06-2023,03:25,Sea Patrol S1E3 - La nave fantasma
Rai Premium,07-06-2023,04:15,Sea Patrol S1E4 - La medusa killer
Rai Premium,07-06-2023,05:00,Cuori rubati S1E19
Rai Premium,07-06-2023,05:30,Una donna per amico - S2E1 - Le ombre del passato
Rai Premium,07-06-2023,07:15,Tutti pazzi per amore-S3E7
Rai Premium,07-06-2023,08:10,Tutti pazzi per amore-S3E8
Rai Premium,07-06-2023,09:05,Un posto al sole - Puntata del 23/05/2022 EP5951
Rai Premium,07-06-2023,09:30,Sea Patrol S1E5 - Controllo radar
Rai Premium,07-06-2023,10:15,Sea Patrol S1E6 - Un prezioso carico
Rai Premium,07-06-2023,11:05,"Che Dio ci aiuti S6E1 - E tu, sei pronto?"
Rai Premium,07-06-2023,12:10,Che Dio ci aiuti S6E2 - Posto di blocco
Rai Premium,07-06-2023,13:15,Velvet S1E3 - Lontano da te
Rai Premium,07-06-2023,14:35,Heartland S1E3 - Il giorno della festa
Rai Premium,07-06-2023,15:25,Anica Appuntamento al Cinema
Rai Premium,07-06-2023,15:30,Una grande famiglia S1E3
Rai Premium,07-06-2023,17:20,Che Dio ci aiuti S6E3 - Amore o dipendenza?
Rai Premium,07-06-2023,18:20,Che Dio ci aiuti S6E4 - Fuori posto
Rai Premium,07-06-2023,19:20,Màkari - S2E1 - Il delitto di Kolimbetra
Rai Premium,07-06-2023,21:20,Sei donne - Il mistero di Leila - S1E1 
Rai Premium,07-06-2023,22:20,Sei donne - Il mistero di Leila - S1E2
Rai Premium,07-06-2023,23:15,Le indagini di Lolita Lobosco S1E1 - La circonferenza delle arance
